date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:04:13	712/712	---M--	200	added ('OK')	image/png	etag:%222c8-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/address-book.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:13	841/841	---M--	200	added ('OK')	image/png	etag:%22349-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:14	694/694	---M--	200	added ('OK')	image/png	etag:%222b6-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/anchor.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:14	544/544	---M--	200	added ('OK')	image/png	etag:%22220-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/application-image.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:14	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/arrow.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:14	682/682	---M--	200	added ('OK')	image/png	etag:%222aa-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:14	705/705	---M--	200	added ('OK')	image/png	etag:%222c1-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:15	674/674	---M--	200	added ('OK')	image/png	etag:%222a2-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/balloon.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:15	717/717	---M--	200	added ('OK')	image/png	etag:%222cd-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:15	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:15	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:16	648/648	---M--	200	added ('OK')	image/png	etag:%22288-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:16	621/621	---M--	200	added ('OK')	image/png	etag:%2226d-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/binocular.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:16	688/688	---M--	200	added ('OK')	image/png	etag:%222b0-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:16	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:16	647/647	---M--	200	added ('OK')	image/png	etag:%22287-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:17	763/763	---M--	200	added ('OK')	image/png	etag:%222fb-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:17	690/690	---M--	200	added ('OK')	image/png	etag:%222b2-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:18	709/709	---M--	200	added ('OK')	image/png	etag:%222c5-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:18	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:18	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:19	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:19	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/camera.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/camera.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:19	659/659	---M--	200	added ('OK')	image/png	etag:%22293-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/chart.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/chart.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:19	1686/1686	---M--	200	added ('OK')	image/png	etag:%22696-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:20	706/706	---M--	200	added ('OK')	image/png	etag:%222c2-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/clock.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/clock.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:20	470/470	---M--	200	added ('OK')	image/png	etag:%221d6-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/control.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/control.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:20	606/606	---M--	200	added ('OK')	image/png	etag:%2225e-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/fire.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/fire.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:20	792/792	---M--	200	added ('OK')	image/png	etag:%22318-5ab355d18af0d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/heart.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/heart.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:20	505/505	---M--	200	added ('OK')	image/png	etag:%221f9-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/mail.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/mail.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:21	756/756	---M--	200	added ('OK')	image/png	etag:%222f4-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:21	657/657	---M--	200	added ('OK')	image/png	etag:%22291-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/video.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/icons/video.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:21	7668/7668	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221df4-5ab355d17768d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.eot?f6ud62	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.eot	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:21	7464/7464	---M--	200	added ('OK')	font/ttf	etag:%221d28-5ab355d17768d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.ttf?f6ud62	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.ttf	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:22	7540/7540	---M--	200	added ('OK')	font/woff	etag:%221d74-5ab355d17768d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.woff?f6ud62	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.woff	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:22	24504/24504	---M--	200	added ('OK')	image/svg+xml	etag:%225fb8-5ab355d17768d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.svg?f6ud62	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-iconsb82a.svg	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:22	223/223	---M--	200	added ('OK')	image/png	etag:%22df-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/toggle_open.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:22	168/168	---M--	200	added ('OK')	image/png	etag:%22a8-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/toggle_close.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:23	198/198	---M--	200	added ('OK')	image/png	etag:%22c6-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/flickr.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/flickr.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:23	126/126	---M--	200	added ('OK')	image/svg+xml	etag:%227e-5ab355d16e9ed%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/vc/blur.svg	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/vc/blur.svg	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:23	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221788-5ab355d1766ed%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?-9hbgac	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.eot	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:23	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221788-5ab355d1766ed%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1d41d.eot	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:23	5924/5924	---M--	200	added ('OK')	font/woff	etag:%221724-5ab355d1766ed%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.woff?-9hbgac	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.woff	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:24	5848/5848	---M--	200	added ('OK')	font/ttf	etag:%2216d8-5ab355d1766ed%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.ttf?-9hbgac	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.ttf	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:24	13215/13215	---M--	200	added ('OK')	image/svg+xml	etag:%22339f-5ab355d1766ed%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.svg?-9hbgac	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.svg	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:24	673/673	---M--	200	added ('OK')	image/gif	etag:%222a1-5ab355d189f6d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/images/spinner.gif	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/images/spinner.gif	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:24	265/265	---M--	200	added ('OK')	image/png	etag:%22109-5ab355d16f98d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/vc/remove.png	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/vc/remove.png	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.2.0)
13:04:25	15572/15572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223cd4-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/linecons/fonts/linecons.eot	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/linecons/fonts/linecons.eot	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/linecons/css/linecons.css?ver=2.7.24)
13:04:25	76038/76038	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212906-5afa60d708280%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.eot	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.eot	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/css/entypo.css?ver=2.7.24)
13:04:26	76038/76038	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212906-5afa60d708280%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.eot?	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypod41d.eot	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/css/entypo.css?ver=2.7.24)
13:04:26	45152/45152	---M--	200	added ('OK')	font/woff	etag:%22b060-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.woff	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.woff	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/css/entypo.css?ver=2.7.24)
13:04:26	75800/75800	---M--	200	added ('OK')	font/ttf	etag:%2212818-5afa60d708280%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.ttf	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.ttf	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/css/entypo.css?ver=2.7.24)
13:04:27	115454/115454	---M--	200	added ('OK')	image/svg+xml	etag:%221c2fe-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.svg	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/fonts/entypo.svg	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/entypo/css/entypo.css?ver=2.7.24)
13:04:27	100204/100204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221876c-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.eot	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.eot	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/css/typcn.css?ver=2.7.24)
13:04:27	100204/100204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221876c-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.eot?	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typiconsd41d.eot	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/css/typcn.css?ver=2.7.24)
13:04:27	59872/59872	---M--	200	added ('OK')	font/woff	etag:%22e9e0-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.woff	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.woff	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/css/typcn.css?ver=2.7.24)
13:04:28	99920/99920	---M--	200	added ('OK')	font/ttf	etag:%2218650-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.ttf	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.ttf	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/css/typcn.css?ver=2.7.24)
13:04:28	186474/186474	---M--	200	added ('OK')	image/svg+xml	etag:%222d86a-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.svg	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/fonts/typicons.svg	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/typcn/css/typcn.css?ver=2.7.24)
13:04:28	180680/180680	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222c1c8-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/fonts/Unycon.eot?-s8ws3j	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/fonts/Unyconfda5.eot	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/unycon.css?ver=2.7.24)
13:04:28	180680/180680	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222c1c8-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/fonts/Unycon.eot?	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/fonts/Unycond41d.eot	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/unycon.css?ver=2.7.24)
13:04:28	180520/180520	---M--	200	added ('OK')	font/ttf	etag:%222c128-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/fonts/Unycon.ttf?-s8ws3j	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/fonts/Unyconfda5.ttf	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/unycon.css?ver=2.7.24)
13:04:29	180596/180596	---M--	200	added ('OK')	font/woff	etag:%222c174-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/fonts/Unycon.woff?-s8ws3j	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/fonts/Unyconfda5.woff	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/unycon.css?ver=2.7.24)
13:04:29	355764/355764	---M--	200	added ('OK')	image/svg+xml	etag:%2256db4-5afa60d7072e1%22	https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/fonts/Unycon.svg?-s8ws3j	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/fonts/Unyconfda5.svg	(from https://www.fabeat.in/wp-content/plugins/unyson/framework/static/libs/unycon/unycon.css?ver=2.7.24)
13:04:29	130906/130906	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ff5a-5ab355d17d44d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/webfonts/fa-brands-400.eot	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/webfonts/fa-brands-400.eot	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/all.min.css?ver=6.2.0)
13:04:30	130906/130906	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ff5a-5ab355d17d44d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/webfonts/fa-brands-400.eot?	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/all.min.css?ver=6.2.0)
13:04:30	75368/75368	---M--	200	added ('OK')	font/woff2	etag:%2212668-5ab355d17d44d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/webfonts/fa-brands-400.woff2	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/webfonts/fa-brands-400.woff2	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/all.min.css?ver=6.2.0)
13:04:30	88428/88428	---M--	200	added ('OK')	font/woff	etag:%221596c-5ab355d17d44d%22	https://www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/webfonts/fa-brands-400.woff	D:/Programming/PHP/test3/www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/webfonts/fa-brands-400.woff	(from https://www.fabeat.in/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/all.min.css?ver=6.2.0)
